fl_date,mkt_carrier,mkt_carrier_fl_num,origin,dest,predicted_delays
2020-01-01,WN,1528,SFO,SAN,7.233958346500517
2020-01-01,WN,3969,SFO,SAN,7.233958346500517
2020-01-01,WN,4060,SFO,SAN,7.233958346500517
2020-01-01,WN,5476,SFO,SAN,7.233958346500517
2020-01-01,WN,5498,SFO,SAN,7.233958346500517
2020-01-01,WN,5594,SFO,SAN,7.233958346500517
2020-01-01,WN,5644,SFO,SAN,7.233958346500517
2020-01-01,WN,5487,SJC,SAN,7.289656341733959
2020-01-01,WN,5897,SJC,SAN,7.289656341733959
2020-01-01,WN,6001,SJC,SAN,7.289656341733959
2020-01-01,WN,6161,SJC,SAN,7.289656341733959
2020-01-01,WN,6209,SJC,SAN,7.289656341733959
2020-01-01,WN,5065,SJC,SEA,6.771664986062946
2020-01-01,WN,5263,SJC,SEA,6.771664986062946
2020-01-01,WN,6168,SJC,SEA,6.771664986062946
2020-01-01,WN,6210,SJC,SEA,6.771664986062946
2020-01-01,WN,6223,SJC,SEA,6.771664986062946
2020-01-01,WN,5170,SJC,SLC,6.979604168267796
2020-01-01,WN,5376,SJC,SLC,6.979604168267796
2020-01-01,WN,1420,SJC,SNA,7.428901329817565
2020-01-01,WN,2520,SJC,SNA,7.428901329817565
2020-01-01,WN,4270,SJC,SNA,7.428901329817565
2020-01-01,WN,5260,SJC,SNA,7.428901329817565
2020-01-01,WN,5349,SJC,SNA,7.428901329817565
2020-01-01,WN,6127,SJC,SNA,7.428901329817565
2020-01-01,WN,6173,SJC,SNA,7.428901329817565
2020-01-01,WN,6205,SJC,SNA,7.428901329817565
2020-01-01,WN,6565,SJC,SNA,7.428901329817565
2020-01-01,WN,5459,SJC,STL,4.879789747967025
2020-01-01,WN,1088,SJU,BWI,5.1582797241342355
2020-01-01,WN,1544,SJU,BWI,5.1582797241342355
2020-01-01,WN,3901,SJU,FLL,6.121855041672787
2020-01-01,WN,5673,SJU,FLL,6.121855041672787
2020-01-01,WN,6249,SJU,FLL,6.121855041672787
2020-01-01,WN,3635,SJU,MCO,5.856361264393379
2020-01-01,WN,5769,SJU,MCO,5.856361264393379
2020-01-01,WN,6230,SJU,MCO,5.856361264393379
2020-01-01,WN,6232,SJU,MCO,5.856361264393379
2020-01-01,WN,6598,SJU,MCO,5.856361264393379
2020-01-01,WN,3228,SJU,MDW,4.244832602305783
2020-01-01,WN,3540,SJU,TPA,5.767244472019871
2020-01-01,WN,4824,SJU,TPA,5.767244472019871
2020-01-01,WN,5193,SLC,BUR,6.998170166678944
2020-01-01,WN,3566,SLC,BWI,4.601299771799813
2020-01-01,WN,4102,SLC,DAL,6.209115234205179
2020-01-01,WN,4258,SLC,DEN,7.337927937602942
2020-01-01,WN,5696,SLC,DEN,7.337927937602942
2020-01-01,WN,5979,SLC,DEN,7.337927937602942
2020-01-01,WN,6142,SLC,DEN,7.337927937602942
2020-01-01,UA,6069,IAH,DCA,12.505627786786768
2020-01-01,UA,6167,ECP,IAH,13.686425285735742
2020-01-01,UA,6036,ATL,IAH,13.469203104325318
2020-01-01,UA,6119,IAH,ABQ,13.367090113064007
2020-01-01,UA,6138,IAH,LFT,14.375223826789313
2020-01-01,UA,6016,IAH,RDU,12.813823360411813
2020-01-01,UA,6008,BNA,IAD,13.742123280969185
2020-01-01,UA,6087,ELP,IAH,13.510048300829842
2020-01-01,UA,6018,MAF,IAH,13.95191906301515
2020-01-01,UA,6133,IAD,ROC,14.21369964061233
2020-01-01,UA,6235,IAH,CHS,13.03104554182224
2020-01-01,UA,6061,CVG,IAH,13.131301933242435
2020-01-01,UA,6106,IAH,CAK,12.733989567243881
2020-01-01,UA,6132,IAH,CLT,13.05518133975673
2020-01-01,UA,6142,IAH,TUL,13.95191906301515
2020-01-01,UA,6238,CLT,IAD,14.150575246014428
2020-01-01,UA,6231,CLE,IAD,14.21369964061233
2020-01-01,UA,6240,IAH,DCA,12.505627786786768
2020-01-01,UA,6155,STL,IAD,13.456206905437515
2020-01-01,UA,6149,CHS,IAD,13.929639864921775
2020-01-01,UA,6017,BDL,IAD,14.14314884664997
2020-01-01,UA,6043,IAH,BNA,13.52861429924099
2020-01-01,UA,6095,IAH,HRL,14.200703441724526
2020-01-01,UA,6126,IAH,MAF,13.95191906301515
2020-01-01,UA,6100,CHS,IAH,13.03104554182224
2020-01-01,UA,6184,IAH,PNS,13.840523072548267
2020-01-01,UA,6198,IAD,DTW,14.03732265570643
2020-01-01,UA,6172,DTW,IAH,12.752555565655028
2020-01-01,HA,35,PHX,HNL,0.6064149371516332
2020-01-01,HA,36,HNL,PHX,0.6064149371516332
2020-01-01,HA,37,SAN,OGG,1.3044964774107757
2020-01-01,HA,38,OGG,SAN,1.3044964774107757
2020-01-01,HA,39,PDX,OGG,1.2655078807473665
2020-01-01,HA,40,OGG,PDX,1.2655078807473665
2020-01-01,HA,41,SFO,OGG,1.6813862451570682
2020-01-01,HA,42,OGG,SFO,1.6813862451570682
2020-01-01,HA,43,SJC,HNL,1.534714857709004
2020-01-01,HA,44,HNL,SJC,1.534714857709004
2020-01-01,HA,45,SJC,OGG,1.6498240478581176
2020-01-01,HA,46,OGG,SJC,1.6498240478581176
2020-01-01,HA,47,OAK,HNL,1.549567656437922
2020-01-01,HA,48,HNL,OAK,1.549567656437922
2020-01-01,HA,154,LIH,HNL,5.83274348988963
2020-01-01,HA,155,OGG,HNL,5.836456689571859
2020-01-01,HA,156,HNL,OGG,5.836456689571859
2020-01-01,HA,158,HNL,KOA,5.719490899581631
2020-01-01,HA,161,ITO,HNL,5.621091108002549
2020-01-01,HA,165,OGG,HNL,5.836456689571859
2020-01-01,HA,166,HNL,OGG,5.836456689571859
2020-01-01,HA,167,KOA,HNL,5.719490899581631
2020-01-01,HA,171,ITO,HNL,5.621091108002549
2020-01-01,HA,172,HNL,ITO,5.621091108002549
2020-01-01,HA,175,OGG,HNL,5.836456689571859
2020-01-01,HA,176,HNL,OGG,5.836456689571859
2020-01-01,HA,181,ITO,HNL,5.621091108002549
2020-01-01,HA,183,HNL,LIH,5.83274348988963
2020-01-01,HA,185,OGG,HNL,5.836456689571859
2020-01-01,HA,188,HNL,KOA,5.719490899581631
2020-01-01,HA,192,HNL,ITO,5.621091108002549
2020-01-01,HA,194,LIH,HNL,5.83274348988963
2020-01-01,HA,195,OGG,HNL,5.836456689571859
2020-01-01,HA,196,HNL,OGG,5.836456689571859
2020-01-01,HA,197,KOA,HNL,5.719490899581631
2020-01-01,HA,198,HNL,KOA,5.719490899581631
2020-01-01,HA,203,HNL,LIH,5.83274348988963
2020-01-01,HA,205,OGG,HNL,5.836456689571859
2020-01-01,HA,208,HNL,KOA,5.719490899581631
2020-01-01,HA,214,LIH,HNL,5.83274348988963
2020-01-01,HA,215,OGG,HNL,5.836456689571859
2020-01-01,HA,216,HNL,OGG,5.836456689571859
2020-01-01,HA,221,ITO,HNL,5.621091108002549
2020-01-01,HA,222,HNL,ITO,5.621091108002549
2020-01-01,HA,223,HNL,LIH,5.83274348988963
2020-01-01,HA,225,OGG,HNL,5.836456689571859
2020-01-01,HA,230,OGG,KOA,5.866162287029695
2020-01-01,HA,233,HNL,LIH,5.83274348988963
2020-01-01,HA,234,LIH,HNL,5.83274348988963
2020-01-01,HA,236,HNL,OGG,5.836456689571859
2020-01-01,HA,238,HNL,KOA,5.719490899581631
2020-01-01,HA,239,KOA,OGG,5.866162287029695
2020-01-01,HA,240,LIH,OGG,5.648940105619271
2020-01-01,HA,246,HNL,OGG,5.836456689571859
2020-01-01,HA,247,KOA,HNL,5.719490899581631
2020-01-01,HA,248,HNL,KOA,5.719490899581631
2020-01-01,HA,249,OGG,LIH,5.648940105619271
2020-01-01,HA,251,ITO,HNL,5.621091108002549
2020-01-01,HA,252,HNL,ITO,5.621091108002549
2020-01-01,HA,253,HNL,LIH,5.83274348988963
2020-01-01,HA,254,LIH,HNL,5.83274348988963
2020-01-01,HA,255,OGG,HNL,5.836456689571859
2020-01-01,HA,264,LIH,HNL,5.83274348988963
2020-01-01,HA,265,OGG,HNL,5.836456689571859
2020-01-01,HA,267,KOA,HNL,5.719490899581631
2020-01-01,HA,273,HNL,LIH,5.83274348988963
2020-01-01,HA,274,LIH,HNL,5.83274348988963
2020-01-01,HA,276,HNL,OGG,5.836456689571859
2020-01-01,HA,277,KOA,HNL,5.719490899581631
2020-01-01,HA,278,HNL,KOA,5.719490899581631
2020-01-01,HA,285,OGG,HNL,5.836456689571859
2020-01-01,HA,286,HNL,OGG,5.836456689571859
2020-01-01,HA,287,KOA,HNL,5.719490899581631
2020-01-01,HA,288,HNL,KOA,5.719490899581631
2020-01-01,HA,291,ITO,HNL,5.621091108002549
2020-01-01,HA,293,HNL,LIH,5.83274348988963
2020-01-01,HA,296,HNL,OGG,5.836456689571859
2020-01-01,HA,298,HNL,KOA,5.719490899581631
2020-01-01,HA,302,HNL,ITO,5.621091108002549
2020-01-01,HA,304,LIH,HNL,5.83274348988963
2020-01-01,HA,307,KOA,HNL,5.719490899581631
2020-01-01,HA,310,OGG,ITO,5.797468092908449
2020-01-01,HA,315,OGG,HNL,5.836456689571859
2020-01-01,HA,320,LIH,KOA,5.533830915470157
2020-01-01,HA,321,ITO,HNL,5.621091108002549
2020-01-01,HA,322,HNL,ITO,5.621091108002549
2020-01-01,HA,323,HNL,LIH,5.83274348988963
2020-01-01,HA,326,HNL,OGG,5.836456689571859
2020-01-01,HA,327,KOA,HNL,5.719490899581631
2020-01-01,HA,330,OGG,KOA,5.866162287029695
2020-01-01,HA,334,LIH,HNL,5.83274348988963
2020-01-01,HA,335,OGG,HNL,5.836456689571859
2020-01-01,HA,337,KOA,HNL,5.719490899581631
2020-01-01,HA,338,HNL,KOA,5.719490899581631
2020-01-01,HA,339,KOA,OGG,5.866162287029695
2020-01-01,HA,340,LIH,OGG,5.648940105619271
2020-01-01,HA,341,ITO,HNL,5.621091108002549
2020-01-01,HA,344,LIH,HNL,5.83274348988963
2020-01-01,HA,345,OGG,HNL,5.836456689571859
2020-01-01,HA,346,HNL,OGG,5.836456689571859
2020-01-01,HA,548,HNL,KOA,5.719490899581631
2020-01-01,HA,555,OGG,HNL,5.836456689571859
2020-01-01,HA,556,HNL,OGG,5.836456689571859
2020-01-01,HA,557,KOA,HNL,5.719490899581631
2020-01-01,HA,558,HNL,KOA,5.719490899581631
2020-01-01,HA,563,HNL,LIH,5.83274348988963
2020-01-01,HA,564,LIH,HNL,5.83274348988963
2020-01-01,HA,565,OGG,HNL,5.836456689571859
2020-01-01,HA,566,HNL,OGG,5.836456689571859
2020-01-01,HA,583,HNL,LIH,5.83274348988963
2020-01-01,HA,584,LIH,HNL,5.83274348988963
2020-01-01,HA,595,OGG,HNL,5.836456689571859
2020-01-01,HA,596,HNL,OGG,5.836456689571859
2020-01-01,HA,602,HNL,MKK,5.921860282263138
2020-01-01,HA,603,MKK,HNL,5.921860282263138
2020-01-01,HA,624,HNL,LNY,5.888441485123073
2020-01-01,HA,625,LNY,HNL,5.888441485123073
2020-01-01,HA,628,HNL,JHM,5.866162287029695
2020-01-01,HA,629,JHM,HNL,5.866162287029695
2020-01-01,HA,638,HNL,JHM,5.866162287029695
2020-01-01,HA,639,JHM,HNL,5.866162287029695
2020-01-01,HA,644,HNL,LNY,5.888441485123073
2020-01-01,HA,645,LNY,HNL,5.888441485123073
2020-01-01,HA,648,HNL,JHM,5.866162287029695
2020-01-01,HA,649,JHM,HNL,5.866162287029695
2020-01-01,HA,652,HNL,MKK,5.921860282263138
2020-01-01,HA,653,MKK,HNL,5.921860282263138
2020-01-01,HA,654,HNL,LNY,5.888441485123073
2020-01-01,HA,655,LNY,HNL,5.888441485123073
2020-01-01,HA,664,HNL,LNY,5.888441485123073
2020-01-01,HA,665,LNY,HNL,5.888441485123073
2020-01-01,HA,672,HNL,MKK,5.921860282263138
2020-01-01,HA,673,MKK,HNL,5.921860282263138
2020-01-01,HA,678,HNL,JHM,5.866162287029695
2020-01-01,HA,679,JHM,HNL,5.866162287029695
2020-01-01,HA,684,HNL,LNY,5.888441485123073
2020-01-01,HA,685,LNY,HNL,5.888441485123073
2020-01-01,AA,5015,PHL,OMA,8.476464119247614
2020-01-01,AA,5016,CLT,SAV,10.100988980223013
2020-01-01,AA,5019,SDF,CLT,9.874483799607015
2020-01-01,AA,5020,PHL,DAY,9.61084662216872
2020-01-01,AA,5021,CLT,GSP,10.357199758296847
2020-01-01,AA,5021,GSP,CLT,10.357199758296847
2020-01-01,AA,5022,CLT,BHM,9.846634801990293
2020-01-01,AA,5023,CLT,CRW,10.086136181494094
2020-01-01,AA,5025,DCA,JAN,8.899768883021775
2020-01-01,AA,5026,ATL,CLT,10.076853182288522
2020-01-01,AA,5027,CVG,CLT,9.874483799607015
2020-01-01,AA,5028,CLT,GPT,9.425186638057248
2020-01-01,AA,5029,CMH,CLT,9.852204601513638
2020-01-01,AA,5030,CVG,DCA,9.733382211682294
2020-01-01,AA,5031,GSP,DCA,9.761231209299016
2020-01-01,AA,5032,AVP,CLT,9.55143542725305
2020-01-01,AA,5033,CVG,CLT,9.874483799607015
2020-01-01,AA,5035,CHS,DCA,9.672114416925508
2020-01-01,AA,5036,MKE,CLT,9.287798249814756
2020-01-01,AA,5038,CLT,IAD,9.898619597541506
2020-01-01,AA,5038,IAD,CLT,9.898619597541506
2020-01-01,AA,5039,CVG,PHL,9.55514862693528
2020-01-01,AA,5040,CLT,FWA,9.642408819467672
2020-01-01,AA,5041,LYH,CLT,10.171539774185373
2020-01-01,AA,5044,AVL,CLT,10.327494160839011
2020-01-01,AA,5045,PHL,SAV,9.328643446319282
2020-01-01,AA,5047,DAY,CLT,9.809502805167998
2020-01-01,AA,5049,CHO,CLT,10.041577785307341
2020-01-01,AA,5050,CLT,JAX,9.887479998494818
2020-01-01,AA,5050,JAX,CLT,9.887479998494818
2020-01-01,AA,5054,CLT,MKE,9.287798249814756
2020-01-01,AA,5054,MKE,CLT,9.287798249814756
2020-01-01,AA,5055,CLT,CVG,9.874483799607015
2020-01-01,AA,5056,DCA,CVG,9.733382211682294
2020-01-01,AA,5057,CLT,GNV,9.776084008027933
2020-01-01,AA,5058,GSP,CLT,10.357199758296847
2020-01-01,AA,5059,SAV,PHL,9.328643446319282
2020-01-01,AA,5061,DCA,MHT,9.742665210887868
2020-01-01,AA,5062,SRQ,CLT,9.480884633290689
2020-01-01,AA,5063,DCA,TYS,9.685110615813311
2020-01-01,AA,5064,CLT,OKC,8.751240895732597
2020-01-01,AA,5065,BHM,PHL,9.063149669039873
2020-01-01,AA,5066,CLT,CMH,9.852204601513638
2020-01-01,AA,5066,CMH,CLT,9.852204601513638
2020-01-01,AS,2802,PAE,PHX,3.9346967082971047
2020-01-01,AS,2803,PHX,PAE,3.9346967082971047
2020-01-01,AS,2804,PAE,PHX,3.9346967082971047
2020-01-01,AS,2805,PHX,PAE,3.9346967082971047
2020-01-01,AS,2807,GEG,PDX,5.520232972609094
2020-01-01,AS,2808,SEA,RNO,4.991102017891393
2020-01-01,AS,2809,RNO,SEA,4.991102017891393
2020-01-01,AS,2811,GEG,PDX,5.520232972609094
2020-01-01,AS,2827,SFO,PAE,4.72003844108864
2020-01-01,AS,2828,PAE,SFO,4.72003844108864
2020-01-01,AS,2829,SFO,PAE,4.72003844108864
2020-01-01,AS,2830,PAE,SFO,4.72003844108864
2020-01-01,AS,2843,SEA,PDX,5.798722948776305
2020-01-01,AS,2844,PDX,MSO,5.262165594694144
2020-01-01,AS,2845,MSO,PDX,5.262165594694144
2020-01-01,AS,2862,PAE,LAX,4.211330084623201
2020-01-01,AS,2864,PAE,LAX,4.211330084623201
2020-01-01,AS,2865,LAX,PAE,4.211330084623201
2020-01-01,AS,2867,LAX,PAE,4.211330084623201
2020-01-01,AS,2868,SFO,PSP,5.256595795170801
2020-01-01,AS,2869,PSP,SFO,5.256595795170801
2020-01-01,AS,2873,SEA,PDX,5.798722948776305
2020-01-01,AS,2878,PAE,PDX,5.739311753860633
2020-01-01,AS,2879,PDX,PAE,5.739311753860633
2020-01-01,AS,2880,PAE,PDX,5.739311753860633
2020-01-01,AS,2881,PDX,PAE,5.739311753860633
2020-01-01,AS,2882,PAE,PDX,5.739311753860633
2020-01-01,AS,2883,PDX,PAE,5.739311753860633
2020-01-01,AS,2888,PAE,LAS,4.378424070323527
2020-01-01,AS,2891,GEG,PAE,5.626059163552634
2020-01-01,AS,2892,PAE,GEG,5.626059163552634
2020-01-01,AS,2893,LAS,PAE,4.378424070323527
2020-01-01,AS,2897,SFO,SNA,5.347569187385423
2020-01-01,AS,2899,SEA,DAL,2.937702593618488
2020-01-01,AS,2909,PHX,SEA,3.982968304166087
2020-01-01,AS,2940,SEA,BOI,5.297440991675325
2020-01-01,AS,2941,BOI,SEA,5.297440991675325
2020-01-01,AS,2942,SEA,BOI,5.297440991675325
2020-01-01,AS,2943,BOI,SEA,5.297440991675325
2020-01-01,AS,2947,GEG,SEA,5.622345963870405
2020-01-01,AS,2948,SEA,FCA,5.334572988497619
2020-01-01,AS,2949,FCA,SEA,5.334572988497619
2020-01-01,DL,5739,LAS,LAX,6.669163561617523
2020-01-01,DL,5740,SMF,SEA,5.984078220246184
2020-01-01,DL,5741,SJC,LAS,6.390673585450312
2020-01-01,DL,5742,LAX,BZN,5.432668067435106
2020-01-01,DL,5743,LAX,PHX,6.420379182908148
2020-01-01,DL,5743,PHX,LAX,6.420379182908148
2020-01-01,DL,5746,SMF,LAX,6.414809383384805
2020-01-01,DL,5747,LAS,SAN,6.6283183651129995
2020-01-01,DL,5747,SAN,LAS,6.6283183651129995
2020-01-01,DL,5750,LAX,GEG,5.352834274267172
2020-01-01,DL,5751,SEA,SNA,5.291566479510385
2020-01-01,DL,5751,SNA,SEA,5.291566479510385
2020-01-01,DL,5752,SAN,LAX,6.9049517414390955
2020-01-01,DL,5762,LAX,SAN,6.9049517414390955
2020-01-01,DL,5770,SJC,LAX,6.535488373057262
2020-01-01,DL,5771,LAX,SMF,6.414809383384805
2020-01-01,DL,5772,LAX,SMF,6.414809383384805
